plot_id,date,season,district,crop_id,variety,soil_texture,lab_ph,nitrogen,phosphorus,potassium,ec_us_cm,moisture_vwc,yield_t_ha,fertilizer_applied
PLT-1328,2026-04-27,C,Nyaruguru,sweet_potato,Local,sandy,5.16,19.5,22.4,26.5,210.8,39.7,2.24,None
PLT-1329,2025-05-13,A,Nyarugenge,tomatoes,Improved,clayey,6.03,26.6,26.9,34.7,446.3,34.7,6.96,None
PLT-1330,2026-02-11,B,Burera,wheat,Improved,loamy,5.88,65.6,46.9,40.9,289.6,42.5,1.61,DAP+Urea
PLT-1331,2026-08-14,B,Ngoma,cassava,Ndamirabana,clayey,6.83,55.4,31.7,80.1,425.9,55.9,13.75,DAP+Urea
PLT-1332,2025-12-26,B,Musanze,wheat,Local,loamy,7.47,78.7,56.6,36.5,401.5,40.8,1.51,NPK 17-17-17
PLT-1333,2024-02-26,C,Kirehe,banana,Improved,alluvial,5.47,41.2,22.1,84.4,414.5,50.1,3.76,None
PLT-1334,2026-05-09,A,Gatsibo,cassava,Gisari,loamy,5.06,55.2,34.5,78.4,497.6,57.6,13.98,NPK 17-17-17
PLT-1335,2024-09-18,B,Nyarugenge,banana,Improved,alluvial,5.33,34.6,20.4,57.7,219.1,50.2,2.98,None
PLT-1336,2024-11-02,A,Burera,wheat,Improved,sandy,6.37,47.5,37.6,28.8,453.5,31.0,0.95,Urea
PLT-1337,2026-02-02,B,Rwamagana,cotton,Local,alluvial,7.76,42.3,39.2,44.1,535.2,61.0,0.87,DAP+Urea
PLT-1338,2025-05-07,C,Muhanga,soybean,Local,loamy,7.36,34.9,39.3,32.0,207.2,35.7,0.6,Urea
PLT-1339,2026-04-25,C,Nyanza,rice,Zhongeng,clayey,6.13,57.6,35.0,35.0,514.5,38.0,3.28,DAP+Urea
PLT-1340,2024-12-17,B,Nyamasheke,tea,Local,loamy,4.44,61.2,26.1,64.9,538.2,35.3,0.78,DAP+Urea
PLT-1341,2024-08-22,B,Muhanga,soybean,Improved,loamy,6.23,23.6,27.0,22.6,295.4,50.6,0.51,None
PLT-1342,2024-08-21,B,Rwamagana,sugarcane,Improved,loamy,7.72,63.1,38.3,75.4,201.9,52.2,25.62,Urea
PLT-1343,2024-09-04,B,Rusizi,irish_potatoes,Kinigi,clayey,4.63,81.0,94.5,126.9,547.6,40.5,6.71,DAP+Urea
PLT-1344,2024-06-24,A,Gicumbi,barley,Improved,loamy,6.31,42.8,30.6,34.5,338.5,68.5,1.0,Manure
PLT-1345,2025-06-21,B,Musanze,irish_potatoes,Kirundo,sandy,4.7,105.3,83.8,116.5,348.8,33.5,5.97,DAP+Urea
PLT-1346,2025-11-25,A,Nyagatare,sunflower,Improved,loamy,6.46,50.5,59.1,52.6,425.9,31.6,1.18,NPK 17-17-17
PLT-1347,2025-05-19,B,Gatsibo,cassava,Gahene,loamy,6.25,21.5,15.1,24.2,199.8,61.3,5.42,None
PLT-1348,2025-06-19,A,Burera,barley,Improved,loamy,6.97,66.6,37.9,39.1,494.8,61.9,1.67,NPK+Manure
PLT-1349,2024-09-01,B,Gisagara,corn,Local,sandy,6.68,68.1,39.8,45.9,571.2,37.8,1.8,Urea
PLT-1350,2024-05-15,B,Kamonyi,rice,Zhongeng,loamy,7.31,64.5,34.6,31.0,445.9,39.8,1.86,Manure
PLT-1351,2024-10-12,A,Kayonza,banana,Local,alluvial,5.94,58.1,24.2,96.6,429.2,48.9,5.17,DAP+Urea
PLT-1352,2025-08-03,A,Gakenke,barley,Local,sandy,6.7,52.6,30.1,37.1,249.5,37.5,0.89,Urea
PLT-1353,2026-08-18,A,Kayonza,sunflower,Improved,sandy,5.56,50.2,55.9,56.6,458.6,61.5,1.24,NPK 17-17-17
PLT-1354,2024-02-06,C,Rulindo,sweet_potato,Improved,loamy,5.81,33.6,32.0,69.1,444.6,46.6,3.72,Urea
PLT-1355,2024-11-10,B,Bugesera,groundnut,Local,sandy,5.95,23.2,29.0,30.0,201.1,59.6,0.6,Urea
PLT-1356,2026-09-16,B,Gatsibo,cotton,Local,loamy,7.69,40.4,15.8,20.7,296.3,45.6,0.39,None
PLT-1357,2026-05-06,A,Kayonza,groundnut,Local,loamy,6.92,29.3,45.8,47.0,202.2,50.4,1.0,DAP+Urea
PLT-1358,2025-11-17,A,Nyamagabe,corn,Hybrid WH,sandy,6.4,69.1,37.2,41.5,380.5,42.0,1.54,Manure
PLT-1359,2024-05-15,A,Bugesera,groundnut,Local,sandy,7.31,27.8,45.6,36.6,100.4,67.3,0.6,DAP+Urea
PLT-1360,2026-09-06,C,Ngoma,soybean,Local,loamy,6.29,37.1,36.9,35.2,349.8,44.0,0.75,Manure
PLT-1361,2024-11-27,B,Kamonyi,sugarcane,Local,alluvial,7.66,90.1,50.8,91.5,520.1,42.5,38.82,NPK 17-17-17
PLT-1362,2025-07-06,B,Musanze,irish_potatoes,Kirundo,loamy,4.58,71.4,62.3,105.1,111.6,37.2,5.47,Manure
PLT-1363,2025-05-10,B,Karongi,beans,Bush,sandy,7.03,36.3,46.7,41.6,267.9,61.6,0.68,DAP+Urea
PLT-1364,2025-10-19,B,Kirehe,cotton,Improved,clayey,7.68,43.9,47.5,38.4,247.2,48.3,0.87,DAP+Urea
PLT-1365,2024-03-14,A,Rwamagana,cassava,Ndamirabana,clayey,6.18,19.8,15.0,44.0,398.8,55.2,7.85,None
PLT-1366,2026-12-03,C,Nyamasheke,beans,Mutiki,sandy,7.1,39.3,44.2,37.7,299.2,36.1,0.68,NPK 17-17-17
PLT-1367,2024-01-12,B,Ngoma,corn,Hybrid WH,alluvial,7.07,74.6,37.8,34.6,592.7,40.5,2.08,Manure
PLT-1368,2024-09-19,B,Bugesera,cotton,Local,clayey,7.36,75.1,51.1,46.5,570.5,40.2,1.11,NPK+Manure
PLT-1369,2026-08-22,C,Kicukiro,tomatoes,Local,sandy,6.99,62.4,37.7,63.6,393.6,58.1,7.74,DAP+Urea
PLT-1370,2025-07-11,B,Gicumbi,wheat,Improved,sandy,5.66,78.8,49.6,46.6,474.5,49.7,1.8,DAP+Urea
PLT-1371,2024-06-13,A,Nyarugenge,tomatoes,Local,clayey,6.93,77.6,59.1,73.9,183.2,48.1,14.45,DAP+Urea
PLT-1372,2025-06-13,A,Burera,sweet_potato,Improved,sandy,5.7,45.3,37.0,83.8,408.2,49.8,5.41,DAP+Urea
PLT-1373,2026-08-23,B,Gatsibo,cotton,Improved,alluvial,7.12,50.6,30.4,44.5,537.9,56.4,0.88,Manure
PLT-1374,2025-04-18,A,Kayonza,cotton,Improved,clayey,7.32,24.7,20.1,16.2,340.7,32.0,0.62,None
PLT-1375,2024-04-12,B,Rulindo,tea,Local,clayey,5.39,48.6,37.9,69.9,324.4,58.0,1.24,Urea
PLT-1376,2025-05-10,B,Kayonza,sugarcane,Local,clayey,6.95,91.1,47.4,85.8,502.4,48.5,45.02,DAP+Urea
PLT-1377,2025-11-26,A,Gasabo,sweet_potato,Improved,sandy,6.02,17.3,19.0,40.9,102.5,47.1,2.69,None
PLT-1378,2026-03-09,B,Kamonyi,banana,Improved,alluvial,7.14,54.6,29.7,124.7,516.8,67.8,4.95,Manure
PLT-1379,2026-12-23,B,Rulindo,wheat,Improved,loamy,6.47,78.7,55.4,47.7,250.2,67.5,1.52,NPK+Manure
PLT-1380,2025-05-18,A,Gicumbi,tea,Improved,clayey,4.46,60.8,29.9,48.7,229.5,38.3,0.9,DAP+Urea
PLT-1381,2024-01-06,B,Musanze,barley,Local,loamy,5.73,31.4,21.6,20.4,439.6,50.9,0.46,None
PLT-1382,2025-12-03,A,Bugesera,sorghum,Local,sandy,6.83,43.6,36.6,27.3,166.0,36.7,1.13,Urea
PLT-1383,2025-10-19,C,Gasabo,beans,Mutiki,clayey,5.27,32.1,36.5,37.0,424.3,56.9,0.34,DAP+Urea
PLT-1384,2024-10-05,B,Ngoma,sorghum,Local,sandy,7.89,45.6,31.9,27.9,387.7,68.4,0.81,DAP+Urea
PLT-1385,2025-01-09,C,Nyanza,soybean,Improved,loamy,6.99,24.4,39.1,47.3,525.1,59.7,0.62,Manure
PLT-1386,2025-10-11,A,Muhanga,coffee,Local,loamy,6.78,54.7,39.8,79.5,335.5,33.1,0.64,NPK+Manure
PLT-1387,2024-01-12,B,Kirehe,groundnut,Improved,loamy,6.61,24.7,28.4,30.4,512.0,38.2,0.58,Manure
PLT-1388,2025-04-23,A,Rwamagana,sorghum,Local,loamy,5.66,42.3,29.6,30.0,561.7,52.5,0.98,DAP+Urea
PLT-1389,2026-01-06,C,Rubavu,beans,Climbing,clayey,7.04,36.0,33.0,29.2,223.5,33.3,0.5,Urea
PLT-1390,2025-01-21,A,Gicumbi,pea,Improved,clayey,6.0,28.7,24.3,31.4,277.2,31.5,0.89,Urea
PLT-1391,2025-12-23,B,Nyaruguru,cassava,Gahene,clayey,7.16,30.2,19.6,50.4,236.3,55.3,9.83,Manure
PLT-1392,2026-12-13,B,Gicumbi,beans,Climbing,sandy,5.96,46.5,39.9,48.0,425.3,64.1,0.81,NPK+Manure
PLT-1393,2026-09-24,A,Burera,pea,Local,loamy,7.18,37.2,25.3,24.1,498.9,45.0,0.61,Manure
PLT-1394,2026-06-22,A,Nyaruguru,tomatoes,Local,sandy,7.47,54.6,40.5,71.7,425.6,36.4,8.27,DAP+Urea
PLT-1395,2026-07-06,A,Nyagatare,groundnut,Improved,sandy,5.25,19.9,24.1,33.2,170.1,53.2,0.39,Urea
PLT-1396,2026-10-16,A,Nyagatare,cassava,Ndamirabana,clayey,6.64,39.3,20.8,73.6,454.8,60.6,12.21,Manure
PLT-1397,2025-01-19,B,Muhanga,corn,Kigega,alluvial,5.87,78.7,53.1,49.0,183.0,31.3,2.7,NPK+Manure
PLT-1398,2024-10-07,B,Kayonza,soybean,Local,clayey,5.29,16.1,19.2,22.5,176.7,38.4,0.32,None
PLT-1399,2026-12-08,C,Nyarugenge,tomatoes,Improved,sandy,6.11,29.2,28.8,24.7,110.6,43.3,3.92,None
PLT-1400,2024-03-11,A,Ngoma,sunflower,Local,sandy,6.79,45.4,44.9,41.3,110.5,43.7,1.14,DAP+Urea
PLT-1401,2024-03-05,B,Ngororero,irish_potatoes,Kirundo,sandy,6.31,31.0,28.7,69.1,257.9,49.5,4.08,None
PLT-1402,2026-02-13,B,Bugesera,sunflower,Local,sandy,5.69,36.4,37.2,42.1,147.1,50.2,0.88,DAP+Urea
PLT-1403,2026-03-02,B,Burera,pea,Improved,clayey,6.74,37.4,37.0,42.6,468.3,49.9,1.35,NPK 17-17-17
PLT-1404,2025-08-11,B,Gicumbi,beans,Climbing,clayey,5.65,13.8,22.9,22.6,213.5,30.0,0.29,None
PLT-1405,2025-01-08,A,Bugesera,cotton,Improved,loamy,5.87,58.6,35.3,31.8,215.5,37.9,0.74,Urea
PLT-1406,2025-02-17,B,Bugesera,cotton,Local,alluvial,6.8,54.7,37.3,47.5,237.9,50.0,1.11,DAP+Urea
PLT-1407,2026-07-05,B,Nyamasheke,tea,Improved,loamy,5.29,51.4,32.1,63.7,440.1,44.5,1.07,DAP+Urea
PLT-1408,2025-02-08,C,Rwamagana,sweet_potato,Improved,loamy,4.89,30.3,25.3,68.7,130.3,31.3,2.98,Manure
PLT-1409,2025-04-01,C,Burera,pea,Local,clayey,6.89,46.2,43.1,36.5,379.3,35.9,1.36,NPK+Manure
PLT-1410,2026-11-19,A,Gatsibo,groundnut,Improved,loamy,6.21,32.3,40.0,38.8,565.6,44.8,0.78,NPK+Manure
PLT-1411,2024-11-02,A,Kayonza,sunflower,Local,sandy,6.35,49.7,59.2,57.7,597.7,56.4,1.23,NPK+Manure
PLT-1412,2024-12-24,A,Kirehe,corn,Hybrid WH,alluvial,7.18,25.4,28.2,16.4,229.9,62.4,0.85,None
PLT-1413,2026-12-21,C,Gakenke,tea,Local,clayey,6.15,63.9,36.0,50.8,144.8,56.6,1.01,DAP+Urea
PLT-1414,2025-11-14,B,Rulindo,barley,Local,clayey,7.04,50.0,34.2,24.1,150.4,47.1,0.94,Manure
PLT-1415,2024-03-22,A,Huye,sugarcane,Local,loamy,7.86,106.1,56.9,80.8,282.9,51.3,31.48,NPK+Manure
PLT-1416,2025-08-01,A,Nyaruguru,cassava,Gahene,loamy,6.47,54.4,30.4,87.9,476.2,40.8,16.31,DAP+Urea
PLT-1417,2026-01-16,C,Gakenke,irish_potatoes,Cruza,loamy,4.84,73.8,66.5,111.3,361.0,40.9,4.99,Urea
PLT-1418,2026-11-01,A,Bugesera,sweet_potato,Local,loamy,5.15,37.6,45.0,94.7,225.9,50.7,4.7,DAP+Urea
PLT-1419,2024-04-13,A,Nyagatare,groundnut,Local,loamy,5.4,27.2,32.3,36.5,556.2,55.4,0.41,Urea
PLT-1420,2024-08-24,A,Gakenke,wheat,Local,sandy,6.39,63.1,39.2,37.8,244.8,69.6,1.13,DAP+Urea
PLT-1421,2024-06-28,A,Rubavu,cassava,Ndamirabana,clayey,4.64,31.6,26.1,56.6,556.8,36.2,10.08,DAP+Urea
PLT-1422,2024-01-12,B,Burera,corn,Kigega,alluvial,7.67,77.8,54.8,59.6,205.0,57.0,1.64,NPK 17-17-17
PLT-1423,2026-04-19,B,Gisagara,corn,Local,loamy,4.85,92.9,50.8,54.6,374.7,39.4,2.11,NPK 17-17-17
PLT-1424,2026-09-05,B,Karongi,tea,Local,clayey,5.1,63.4,37.0,48.6,320.7,46.8,1.15,Manure
PLT-1425,2025-05-05,A,Musanze,irish_potatoes,Kirundo,sandy,4.68,100.3,89.0,108.4,348.2,42.4,7.54,DAP+Urea
PLT-1426,2025-04-16,A,Kayonza,sorghum,Improved,sandy,6.74,15.9,16.5,19.5,587.7,30.7,0.51,None
PLT-1427,2026-07-08,A,Nyagatare,sorghum,Local,loamy,5.32,58.2,41.3,45.6,516.9,48.9,0.98,NPK+Manure
PLT-1428,2024-01-15,B,Rwamagana,sorghum,Improved,sandy,6.13,21.5,22.4,12.6,294.2,30.9,0.48,None
PLT-1429,2026-09-20,A,Nyabihu,coffee,Improved,clayey,5.04,28.3,13.2,46.9,407.9,68.5,0.35,None
PLT-1430,2026-09-17,B,Gakenke,wheat,Improved,clayey,6.79,64.7,39.2,31.0,409.5,69.6,1.22,Manure
PLT-1431,2025-05-09,A,Ngoma,groundnut,Local,sandy,5.59,28.3,29.1,36.0,121.6,50.8,0.64,Urea
PLT-1432,2025-12-25,A,Bugesera,groundnut,Local,loamy,6.53,17.6,22.3,22.9,354.3,65.5,0.35,None
PLT-1433,2024-10-12,C,Gisagara,beans,Mutiki,clayey,7.17,19.4,16.0,13.6,593.9,38.7,0.23,None
PLT-1434,2025-11-26,C,Kicukiro,beans,Bush,loamy,5.77,20.8,14.6,22.8,450.2,56.0,0.34,None
PLT-1435,2024-02-04,A,Ngoma,sweet_potato,Local,sandy,5.4,42.2,37.9,80.6,542.9,67.1,6.17,NPK 17-17-17
PLT-1436,2025-08-27,A,Gakenke,barley,Improved,loamy,7.75,26.3,23.4,18.6,433.2,46.9,0.64,None
PLT-1437,2026-08-12,B,Huye,sugarcane,Local,clayey,7.39,91.1,51.5,87.6,379.9,38.6,46.69,NPK+Manure
PLT-1438,2025-02-28,C,Ruhango,rice,Kigori,alluvial,5.41,33.7,21.3,12.3,109.0,54.8,1.53,None
PLT-1439,2026-11-04,B,Huye,cassava,Ndamirabana,clayey,5.61,38.3,20.8,70.6,546.9,52.8,12.59,Urea
PLT-1440,2026-02-28,C,Bugesera,sweet_potato,Local,loamy,5.05,28.8,25.2,60.4,250.2,57.6,4.19,DAP+Urea
PLT-1441,2025-05-14,B,Rulindo,pea,Local,clayey,5.69,38.0,47.3,37.3,418.1,57.3,1.24,NPK 17-17-17
PLT-1442,2025-05-16,B,Nyabihu,tea,Local,loamy,4.91,50.2,37.7,70.4,284.1,31.6,1.4,Manure
PLT-1443,2024-07-22,A,Rulindo,barley,Improved,sandy,5.81,68.0,43.2,38.7,418.4,53.4,1.07,NPK 17-17-17
PLT-1444,2025-01-10,C,Nyarugenge,rice,Zhongeng,clayey,5.84,97.9,39.3,45.0,230.2,55.2,3.92,NPK 17-17-17
PLT-1445,2025-01-21,A,Rwamagana,sugarcane,Improved,clayey,5.48,57.3,37.7,58.2,516.7,61.0,24.12,Urea
PLT-1446,2025-01-19,A,Ngoma,sunflower,Improved,sandy,7.07,23.1,18.1,30.0,183.5,37.9,0.59,None
PLT-1447,2025-08-13,B,Gasabo,corn,Kigega,alluvial,7.57,60.8,40.3,30.0,561.9,34.0,1.16,Urea
PLT-1448,2025-03-20,A,Musanze,barley,Local,clayey,7.38,54.6,40.9,45.9,357.1,36.7,1.36,NPK 17-17-17
PLT-1449,2024-07-26,C,Nyanza,sweet_potato,Local,sandy,6.08,36.5,33.3,49.0,171.8,50.3,3.84,Manure
PLT-1450,2026-07-08,C,Gasabo,rice,Intsindagirabigega,clayey,6.12,45.3,20.8,18.8,246.2,36.8,2.03,None
PLT-1451,2024-02-11,A,Gakenke,pea,Local,clayey,5.67,27.9,31.6,30.5,419.1,38.2,0.72,DAP+Urea
PLT-1452,2025-09-22,A,Bugesera,beans,Mutiki,loamy,7.14,26.2,31.8,31.1,371.3,50.6,0.48,Manure
PLT-1453,2026-10-26,B,Rwamagana,sunflower,Improved,loamy,7.99,41.9,36.1,42.4,238.2,61.3,0.89,Urea
PLT-1454,2025-05-14,B,Kirehe,sorghum,Local,clayey,7.69,46.1,36.5,26.1,458.7,58.0,0.59,Manure
PLT-1455,2024-11-03,B,Ngoma,rice,Intsindagirabigega,loamy,5.8,43.3,17.0,20.4,381.8,45.1,1.6,None
PLT-1456,2024-03-12,B,Gakenke,barley,Local,loamy,5.96,56.2,27.6,37.5,300.5,44.6,0.97,Manure
PLT-1457,2024-06-17,B,Rulindo,barley,Improved,sandy,7.45,38.2,34.5,32.2,106.5,59.1,1.16,DAP+Urea
PLT-1458,2026-12-09,B,Rwamagana,sunflower,Local,loamy,5.95,25.3,26.9,25.8,555.9,65.2,0.57,None
PLT-1459,2026-06-07,B,Kamonyi,sugarcane,Improved,clayey,6.25,82.8,39.6,73.2,484.6,57.7,26.86,DAP+Urea
PLT-1460,2026-03-11,B,Nyagatare,cotton,Improved,loamy,6.25,57.3,46.2,41.6,216.9,32.6,0.87,Urea
PLT-1461,2026-01-08,B,Bugesera,sugarcane,Improved,alluvial,6.35,32.0,29.7,33.6,104.2,65.1,19.02,None
PLT-1462,2026-09-27,C,Rulindo,tea,Local,clayey,5.65,38.4,15.8,30.0,348.3,38.3,0.5,None
PLT-1463,2026-05-15,C,Nyarugenge,banana,Improved,clayey,5.77,35.8,16.1,67.2,309.0,60.4,2.69,None
PLT-1464,2026-05-04,A,Nyagatare,cotton,Improved,loamy,7.84,44.1,39.1,34.0,225.5,44.3,0.76,Urea
PLT-1465,2024-06-17,C,Huye,tomatoes,Improved,sandy,7.47,56.0,56.6,51.7,371.9,44.2,8.22,Manure
PLT-1466,2026-12-25,A,Kamonyi,tomatoes,Improved,clayey,6.75,62.4,46.1,58.4,522.3,33.2,9.83,Manure
PLT-1467,2024-08-07,C,Gisagara,banana,Improved,alluvial,6.55,37.6,20.0,63.5,236.5,50.1,4.24,None
PLT-1468,2024-05-18,C,Kirehe,sweet_potato,Improved,loamy,6.39,29.3,36.3,72.2,466.0,40.4,5.25,Urea
PLT-1469,2026-06-27,B,Nyarugenge,soybean,Local,loamy,5.79,36.7,30.6,34.4,405.5,61.1,0.93,Urea
PLT-1470,2026-10-24,C,Gakenke,irish_potatoes,Cruza,loamy,5.76,105.3,78.1,122.9,518.0,44.1,8.4,DAP+Urea
PLT-1471,2025-05-20,A,Kicukiro,sweet_potato,Local,loamy,7.25,14.6,16.6,44.8,523.2,35.2,2.83,None
PLT-1472,2026-04-08,B,Kirehe,sunflower,Local,sandy,5.68,47.1,34.4,45.4,518.9,59.8,0.85,Manure
PLT-1473,2025-06-09,B,Gakenke,wheat,Improved,sandy,6.27,51.4,30.5,37.2,229.7,51.8,1.34,Urea
PLT-1474,2024-10-18,B,Gatsibo,rice,Zhongeng,clayey,6.99,56.9,32.7,35.1,290.1,60.1,2.27,Urea
PLT-1475,2026-02-08,A,Rulindo,wheat,Improved,sandy,7.15,52.1,44.4,26.6,447.9,60.0,0.9,Urea
PLT-1476,2024-01-07,C,Huye,soybean,Improved,loamy,7.05,41.7,46.7,57.6,266.5,31.6,0.75,NPK+Manure
PLT-1477,2024-03-05,A,Bugesera,cotton,Local,loamy,6.62,83.6,53.5,48.6,375.5,65.8,1.49,NPK 17-17-17
PLT-1478,2024-02-18,B,Gatsibo,sugarcane,Local,clayey,5.37,35.9,28.7,43.3,156.8,33.7,13.63,None
PLT-1479,2026-03-01,A,Bugesera,sorghum,Local,clayey,6.73,39.4,36.0,24.9,366.0,34.4,0.96,DAP+Urea
PLT-1480,2024-03-14,B,Nyarugenge,soybean,Local,clayey,6.29,20.1,21.6,26.7,600.0,69.1,0.32,None
PLT-1481,2024-12-17,C,Rulindo,irish_potatoes,Kinigi,clayey,5.71,107.0,73.8,130.4,512.9,65.7,9.2,NPK+Manure
PLT-1482,2024-03-16,C,Ngororero,irish_potatoes,Kirundo,loamy,5.82,37.6,27.4,56.3,492.6,51.4,3.82,None
PLT-1483,2024-08-11,B,Kirehe,sunflower,Improved,loamy,7.01,57.3,51.6,56.9,108.9,64.1,1.26,DAP+Urea
PLT-1484,2024-12-02,B,Nyarugenge,banana,Local,clayey,5.06,32.1,19.6,52.3,355.9,42.5,3.94,None
PLT-1485,2026-03-17,B,Rusizi,corn,Local,clayey,6.82,48.1,47.5,34.5,442.3,47.9,1.8,Manure
PLT-1486,2025-09-25,A,Musanze,wheat,Improved,sandy,5.67,45.0,43.6,37.7,502.4,31.6,1.23,DAP+Urea
PLT-1487,2025-09-24,B,Muhanga,soybean,Improved,loamy,7.38,31.0,35.0,30.6,248.7,41.6,0.56,DAP+Urea
PLT-1488,2025-01-20,B,Gatsibo,groundnut,Improved,sandy,7.42,35.6,45.7,42.7,163.8,51.6,0.68,NPK 17-17-17
PLT-1489,2025-11-26,A,Rusizi,irish_potatoes,Cruza,sandy,6.19,98.5,74.1,124.1,502.3,69.1,7.63,NPK+Manure
PLT-1490,2024-05-15,B,Burera,pea,Improved,clayey,5.25,32.0,24.4,34.9,165.2,45.1,0.83,Urea
PLT-1491,2024-06-28,A,Rwamagana,sorghum,Improved,sandy,7.77,44.3,37.1,33.1,278.8,43.8,0.65,Manure
PLT-1492,2024-06-11,B,Rulindo,pea,Improved,loamy,7.35,33.1,30.4,32.7,477.4,45.1,0.56,Manure
PLT-1493,2024-08-14,C,Nyarugenge,soybean,Local,clayey,7.08,37.1,36.4,30.5,549.1,53.7,0.57,DAP+Urea
PLT-1494,2026-06-14,A,Burera,pea,Improved,clayey,5.37,31.6,28.2,36.4,412.1,59.3,0.74,Urea
PLT-1495,2024-03-02,B,Nyamagabe,rice,Intsindagirabigega,loamy,5.86,94.3,42.5,43.9,211.9,32.9,3.4,NPK+Manure
PLT-1496,2026-03-22,A,Kirehe,sugarcane,Local,alluvial,7.73,71.4,38.5,61.3,309.0,67.0,27.45,Urea
PLT-1497,2026-01-17,A,Gakenke,sweet_potato,Improved,sandy,7.16,21.7,17.6,38.4,379.0,69.6,2.3,None
PLT-1498,2024-07-27,B,Musanze,barley,Local,clayey,5.53,39.8,26.0,30.4,279.2,48.8,0.99,Manure
PLT-1499,2024-01-14,C,Gasabo,sweet_potato,Improved,sandy,5.63,29.8,34.2,54.6,377.0,40.9,5.59,DAP+Urea
PLT-1500,2024-02-14,C,Kirehe,sweet_potato,Improved,loamy,4.71,41.5,44.8,77.8,465.1,62.8,5.9,NPK+Manure
PLT-1501,2025-10-01,B,Nyabihu,tea,Improved,clayey,6.08,53.8,35.7,55.4,402.0,69.3,0.82,Urea
PLT-1502,2025-06-02,A,Gisagara,banana,Improved,alluvial,6.63,53.2,33.2,106.6,202.8,59.3,5.31,DAP+Urea
PLT-1503,2026-06-09,A,Kirehe,sunflower,Improved,sandy,6.7,33.4,32.6,39.9,171.2,50.0,1.15,DAP+Urea
PLT-1504,2024-09-19,A,Rulindo,barley,Local,clayey,6.53,36.1,31.6,32.4,580.1,58.4,1.05,DAP+Urea
PLT-1505,2025-11-17,A,Gatsibo,sugarcane,Improved,loamy,6.84,97.0,53.9,79.5,179.5,44.2,50.78,DAP+Urea
PLT-1506,2026-02-14,C,Gicumbi,beans,Climbing,clayey,6.13,33.1,33.9,24.5,360.1,42.9,0.42,Urea
PLT-1507,2024-09-10,A,Rwamagana,sorghum,Local,sandy,5.38,53.2,36.5,46.1,517.2,61.6,0.89,NPK+Manure
PLT-1508,2026-07-22,A,Nyabihu,banana,Local,loamy,6.56,60.7,34.0,123.8,305.0,44.8,6.99,DAP+Urea
PLT-1509,2024-03-14,B,Nyamagabe,beans,Mutiki,loamy,7.15,45.7,38.5,40.8,106.8,52.9,0.69,NPK+Manure
PLT-1510,2026-02-27,C,Nyamasheke,irish_potatoes,Cruza,clayey,6.92,66.9,51.8,88.0,325.3,45.2,6.12,Urea
PLT-1511,2024-11-06,A,Musanze,barley,Improved,clayey,6.96,53.6,29.9,32.8,284.4,58.6,0.9,Manure
PLT-1512,2026-01-11,B,Kirehe,sorghum,Improved,clayey,5.7,36.3,26.7,28.8,194.0,62.2,0.95,Urea
PLT-1513,2024-02-24,B,Rwamagana,cassava,Ndamirabana,clayey,6.61,37.8,20.2,52.2,285.7,36.3,11.55,Manure
PLT-1514,2024-04-13,B,Rulindo,tomatoes,Improved,loamy,7.41,73.0,47.0,59.1,337.9,67.3,8.17,DAP+Urea
PLT-1515,2024-11-24,C,Gisagara,soybean,Improved,loamy,5.95,28.6,47.0,36.1,157.8,68.2,0.63,Urea
PLT-1516,2024-07-26,C,Nyarugenge,banana,Improved,clayey,5.67,73.9,36.8,99.3,490.5,52.2,7.57,DAP+Urea
PLT-1517,2024-12-23,B,Burera,wheat,Improved,loamy,7.1,63.8,39.6,24.2,509.9,37.6,1.03,Urea
PLT-1518,2026-01-23,B,Nyaruguru,cassava,Ndamirabana,sandy,6.03,33.4,24.0,58.6,587.0,58.9,8.12,DAP+Urea
PLT-1519,2026-06-17,A,Kirehe,groundnut,Improved,loamy,5.92,20.0,35.3,35.6,334.3,62.3,0.62,Urea
PLT-1520,2024-01-09,A,Rulindo,tomatoes,Local,sandy,7.41,43.9,27.6,44.5,174.7,50.2,4.83,None
PLT-1521,2025-05-04,A,Nyamasheke,irish_potatoes,Cruza,loamy,6.08,31.2,32.4,42.4,574.7,42.5,4.39,None
PLT-1522,2024-09-03,A,Gatsibo,sweet_potato,Improved,loamy,6.45,43.7,46.7,75.1,585.5,57.2,7.35,DAP+Urea
PLT-1523,2025-03-20,A,Rusizi,tea,Improved,clayey,4.78,69.0,26.8,48.4,466.8,62.8,1.24,DAP+Urea
PLT-1524,2025-12-11,A,Nyanza,corn,Hybrid WH,clayey,6.76,50.4,45.5,47.1,165.0,48.5,1.95,Manure
PLT-1525,2024-07-24,C,Nyaruguru,rice,Zhongeng,loamy,5.82,82.3,40.4,39.5,240.6,63.5,3.36,NPK+Manure
PLT-1526,2025-10-02,A,Kayonza,sugarcane,Local,alluvial,7.88,105.4,59.8,79.2,286.5,40.9,39.61,NPK+Manure
PLT-1527,2025-07-12,B,Burera,irish_potatoes,Kirundo,sandy,5.77,73.1,62.1,88.2,229.3,45.5,5.63,DAP+Urea
PLT-1528,2025-08-21,C,Muhanga,beans,Bush,sandy,5.52,31.3,33.6,30.9,543.4,66.7,0.44,Urea
PLT-1529,2024-02-24,B,Nyarugenge,rice,Zhongeng,alluvial,6.74,83.7,33.6,35.1,516.1,54.5,2.5,Urea
